Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
1,B001UJEN6C,A2LFHPZFG1OHBZ,Joanna Capello-Paul,2,3,5,1320451200,Best energy shot I have ever tasted!,"I first found Steaz Berry Energy Shots at a local organic market. I bought two bottles, which cost just under three dollars each. I fell in love instantly. The drink is delicious -- I can taste the yerba mate and the acai juice, like a slightly bitter fruity chocolate honey tea. I am very sensitive to sucralose (Splenda) which is in so many energy drinks these days; I also hate the taste. I love that Steaz has actual sugar and no artificial sweeteners. The rush it gives me is slow and even. I have several medical conditions, including fibromyalgia, which saps me of energy and causes intense pain. I like how Steaz helps clear away the fatigue and fog so I can get things done. No caffeine jitters, even though there are 150 mg of caffeine in each bottle.<br />It was becoming expensive for me to buy the bottles separately at stores, so I started looking online for a bulk price. I am so thrilled to have found the Pack Of 12 on Amazon. I signed up for Amazon Prime specifically for this product, hah!"
2,B001UJEN6C,A297HRGWRID7I6,Mariza R Barnes,0,0,5,1347321600,The Best,"I have tried other energy shots and this one is the only one that really makes me feel good and energized without any other sides effects at all, its also the best taste, others taste like medicine, this one has a tea fresh taste. I love it."
3,B001UJEN6C,AMYAHFQZI19LS,longlivedave,0,0,5,1345680000,Tested by a trucker,I drive OTR...Over the Road truck and this helps to keep me alert. It has no sugar high & no crash. I'm on a autoship which i like. The price is very good. I've seen it over 2 bucks in the store.
4,B001UJEN6C,A28VTF9FQ42SBV,jeremygiesel,0,0,5,1344729600,Good Stuff,"Products takes pretty good, and it doesn't leave you gittery.  With subscibe and save as well as Prime membership I pay below $ 2 a shot.  My wife tried them and now she drinks them like they are going out of style.  I moderate mine and they make for more effective use before weight training.  I recommend this product to anyone who is looking for a healthier alternative to high sugar and unnatural products that are everywhere that still gives you the results of an AWESOME Energy Drink."
5,B001UJEN6C,A2H03V8PAZDU9J,LMPGAP,0,0,5,1339200000,Great energy drink without artificial ingredients,"I use this product daily, and it provides a steady stream of energy.  I do not get jittery or crash.  It also helps me practice portion control because it acts as a slight appetite suppressant."
6,B001UJEN6C,AUXHG88OYWCGM,Nicholas Wagner,0,0,5,1333411200,"Flavor getting better, energy is great","I've been buying and drinking this for over a year now, and the energy boost is excellent, with a continuous, ~6-hour effect. The most recent shipments seem to have improved the flavor slightly as well, or perhaps I'm getting more used to it. I don't drink it for the flavor, but it's not as heinous as the fake flavors found in the other, non-organic energy shots."
7,B001UJEN6C,ATN552TF5V40Z,Lh,1,5,1,1326758400,So awful I can barely describe,"This is the first time I've really been misled by other reviews on amazon. I like 5-hr Energy, I find Rain ok and so I thought I'd try this product based on the reviews. Boy am I sorry! I gagged getting one bottle down even with my nose pinched (really). And it leaves the worst medicinal taste in your mouth afterwards. 8 tic tacs at once did not get rid of it! But worst of all, within an hour I was yawning and drowsy. Unless you really like things that taste of a weird tea-flavored cough syrup and don't work, don't buy this! I don't know what to do with the other 11 bottles. big fail"
8,B003EMU7EU,A3DSWITPB6NBT5,benvenutofam,0,0,4,1287619200,could use only once,"I loved this mold!  I wished I could have used it for more than one occasion, but it didn't last.  I did use it to make 30+ suckers for my daughter's first birthday. But there was going to be no way that the mold could be salvaged after that.  I would have liked to have kept to use on other occasions, but for the price it didn't matter to me that much.  It served it's main purpose :)"
9,B0064KOUNI,A215QEI3FPLVXU,"Carol L. Chmiel ""Carol Chmiel""",0,0,5,1349136000,VANILLA TOOTSIE ROLLS,"You HAVE to try the VANILLA Tootsie Rolls!  The regular chocolate ones are good, but THESE are the BEST EVER!!"
10,B003YDP5PA,AAZ084UMH8VZ2,"D. L. Brown ""A Knower Of Good Things""",3,3,5,1299196800,One of my Favoritte foods,"Try this you might like it. I did and I am quite addicted, it is too easy to prepare, it tastes great and it absorbs the flavors you cook it with. The price is really good and well worth the purchase. If you like this type of Couscous like I do, then give this one a try.It can be eaten hot, room temp or in a cold salad with a variety of greens and other flavors, it takes on the other flavors very well when mixed. I cooked the Couscous with a broth and oilive oil for added flavor and it rocked my taste buds big time. I will be back for more."
11,B003YDP5PA,AFLLCB3F28N6A,FL-Gal,2,2,5,1320451200,Fantastic!,"This tri-color couscous is really good...full of flavor and fun to eat.  I love the texture.  I cook in chicken broth and add some minced garlic and chopped herbs (parsley, cilantro,) along with some red pepper flakes.  At the end of cooking, I add some olive oil and this makes a wonderful side dish...Highly recommend"
12,B003YDP5PA,A3T8PIRVS2LX4P,MLadyJ,1,1,5,1305072000,WOW,"I tried to find israeli couscous in a number of upsacale grocery stores and no luck.  So I decided to try good ole Amazon.com and selected this product.  It is so good..add a few herbs and it's a great side dish, or add more and make a ""pasta type"" salad.so very good.  I am hooked.  Great flavor and so easy to prepare!"
13,B003YDP5PA,A18RVAXFLALN6E,"DF ""Dinky""",0,0,1,1343520000,Very Dissapointed,"The package came with the label torn off and no cooking instructions. I know how I normally cook Couscous so tried 3/4 cup water to 1 cup couscous-brought to a boil and let sit, covered for 5min. It was mushy and tasteless.We have thrown out the rest of the container."
14,B002X9JNYU,AVPSSODZIDABZ,HELfromBL,1,3,1,1323388800,what quantity is it!,I wouldn't even think of buying this product unless I know the price per unit. How can I compare other items online or in a store?
15,B001EPQ0J0,A2RXRKRI8YSQWQ,Susan Toy,0,0,5,1341014400,Very Good Coffee,"I love ordering whole bean coffee on Amazon.  I like this so much that this my first product review.  I have to say that I'm usually not a big fan of flavored coffee, but I thought I would give it a try.  When my husband started grinding it up, I could smell it throughout the house.  Sometimes with flavored coffees, the smell is there but the taste isn't.  However, not with this one.  I'm now going to order another flavor from this company and will give it a try."
16,B001EPQ0J0,A2KADAQBR8NG80,"Maggi ""Mags""",0,0,5,1290384000,Very Tasty,"I love this coffee. I do wish it came already ground as I don't have a grinder and use a blender instead. But it's worth it. Many flavored coffees I've tried only seem to have a flavored odor that doesn't reach the coffee, but this one manages both."
17,B001EPQ0J0,A2L3IECPFB956F,D. Alger,0,0,5,1268265600,Excellent coffee,"This brand of coffee has been available in my local stores for some time -- I've believe the company is local.  I've been drinking it for quite some time and have not tired of it.  I'm particularly fond of the Turtle Sundae but all the flavors are good.  I can't say that I've had a bad one.<br /><br />As it turns out, it's less expensive to order it from Amazon and have it show up at my front door than it is for me to run out to the local Walmart to get it.  It's a no brainer.  Try it, if you like rich, flavored coffee, you'll like it."
18,B000O9Y62A,A137DV4YVGWDCR,M. AIMINO,0,0,5,1332460800,Hot!,"It is hot! I love it, tasty and a little sweet. I usually scoff at salsas labeled as hot, but this one lives up to its billing."
19,B000O9Y62A,A89KN0ADLUNPW,Scott E. Packard,0,0,5,1250208000,Hot and delicious,"I consume about a jar every two weeks of this, either adding it to fajitas or using it as a corn chip dip.  It is hot, but after awhile the medium Salsa Suprema was too mild for me; I thought maybe I'd cut down how much I ate by going to the hot Salsa Ranchera.  It's hot enough that people who aren't used to it will say ""That's hot!"".<br /><br />Flavor: bright and forward.  The similarly hot Salsa Victoria is a duller taste to me, I guess earthy.  This salsa is much brighter in the mouth.  I don't like to go hotter than this because the sauces I've tried lose any resemblance to yummy salsa and just taste hot (this happens to me with Tabasco sauce, for example).<br /><br />A drawback is La Victoria doesn't make a larger bottle of Salsa Ranchera nor Salsa Victoria, nor do they sell them in [...] or Sam's Club.  To get a good deal you have to watch for sales."
20,B00283TPYE,A1SH7OWQ98P6FI,Colleen Clark,0,0,5,1350691200,Swiss Chalet,"service was great, but I meant to buy Swiss Chalet chicken SAUCE not the Marinade :)<br /><br />Love the sauce - have yet to try the marinade"
21,B001FB69YY,AJM8UGFV16NS8,dewalt66,0,0,5,1316736000,Oyster Sauce,"Use frequently as we like to do Asian dishes at least once a week.  Love this product.  Fast shipping, as usual.  Would buy again."
22,B004OYBN7C,AVD1K8KU6Z86U,Jeffrey M. Moisan,1,1,5,1305417600,ABSOLUTELY DELICIOUS!,"These individually wrapped pieces are delicious (although I wish there were a few more). Mildly sweet with no sugar-free aftertaste, even a traditional ""marzipan-aholic"" should enjoy these."
23,B000JEHAHS,AJ7Q49CTJ1BOC,24fan,4,4,5,1168473600,Great gag gift,Put this in my husbands stocking for Christmas and it was a hit.
24,B000JEHAHS,A2MMFEZ728S1MA,Deborah A. Young,0,1,3,1232409600,arrived FAST,"I was amazed at how quickly it arrived!  It is a cute stocking stuffer, but only OK as far as user appeal.  You get what you pay for."
25,B000JEHAHS,A1GUR2DMGWUIGL,"Annie ""Annie""",1,4,3,1200182400,Penguin Pooper,Toy was typical quality I expected.  I got taken for a major ride on the shipping!
26,B000JEHAHS,A2CU16YU1KEOUY,"Hurricane Ridge ""Chris""",5,19,1,1168300800,Never Arrived,So we cancelled the order.  It was cancelled without any problem.  That is a positive note...
27,B003VTN95K,A6Y49ZNS6NPN0,Ute H. Bischoff,0,0,5,1345334400,coffee-mate coffee creamer hazelnut,i love the convenience of the singles. The best creamer around.Taste is just like the big bottle. I can stick them in my purse and take them to work.
28,B003VTN95K,A3G467T8H2U4F1,Breanna,0,0,5,1342137600,No broken creamers!,"These creamers come in 4 packs of 25. I have taken one to work and opened one for home so far, and haven't found a single broken or leaking creamer yet. I usually have way too much cream and sugar in my coffee, but with these it is easy for me to cut down on the sweetness because I won't allow myself more than 2 creamers per cup. I think this is definitely the best option for buying creamers from Amazon since all the other listings have a lot of complaints about creamers breaking in shipping!"
29,B003VTN95K,AKG4UJNVSHHAD,flowergirl,0,0,4,1340582400,Shipped great,"Even though we are International Delight fans we were not completely dissapointed by this product. We had no problem with the shipment, but the creamer itself is thinner than International Delight. Other than that we are happy :D"
30,B003VTN95K,A1J7ZSFU0SO3D4,ck,0,0,5,1336003200,Better Packaging,"Besides the obvious convenience and portability of the individual creamers, I liked this item specifically because of packaging. I couldn't believe how many reviews I read about coffee creamer cups; but many of the Amazon creamer options (both Coffeemate and International Delight) had multiple negative reviews due to the shipment arriving with broken cups thanks to sloppy packaging.<br /><br />That was not an issue here. The shipment arrived in four dispensing boxes of 50 each (as shown in the photo); those boxes were tightly packed in a thick cardboard box which could take a good beating before damaging the inner boxes. Thus, none of my cups were broken, no waste and no sloppy drippy mess. Plus the four boxes means I could put one in the kitchen, one in the bathroom (we moved our mini Keurig there when we upgraded the kitchen Keurig - best idea my husband ever had), and one at work, with a reserve for whichever runs out first.<br /><br />If you are looking for these mini creamers but deterred like I was by the negative packaging reviews on other options, this is your best bet. As a bonus, the auto delivery price is very reasonable."
31,B003VTN95K,A3GLQSR6MTHXGL,Donna Kelly,0,0,5,1330214400,coffee-mate creamer,"This seller is very nice.  And the price is very good.  The only reason I stop ording is bacause I went to sugar free, and at that time he did not have it.  But for those of you that don't have to watch there fat in take, I would get this product from them."
32,B003VTN95K,A3KVJ2DVCLO0HB,Gadget girl,0,0,5,1326758400,Perfect for work,"I purchased these coffee mate singles to use at work along with the coffee ""tea"" bags.  They're great because they don't require refrigeration."
33,B007DJ0O9I,A24GM452AKJTT9,AMAZONGURL,0,0,1,1349827200,AWFUL,"I received the items in a timely manner. Upon receipt, I removed a pack to consume. The pop-tart was STALE and left an awful taste in my mouth."
34,B007DJ0O9I,A328TUPI6HYZSF,Maplerise Mom,0,1,5,1336521600,Pop-Tarts Work of Art,"I found these new spring Pop-Tarts and bought them on a whim.  My kids and I were amazed and delighted at the fun, colorful, amazingly detailed artwork on these Pop-Tarts.  Fantastic for after school snacks, lunch boxes, and school treats. Tie with a ribbon for a bright ""thinking of you this spring"" gift.  The only challenge is finding more in stores.  Way to go Kellogg's - fantastic product!"
35,B00469VSJI,A28D8FT2NNCS2Z,calledoutwithwords,1,1,5,1320710400,"Yes, this is real excellent coffee!!!","Yes, I am having a cup right now.  I went all over town looking for this coffee after been invited to a non profit organization to a banquet and besides the delicious food they top it off with this amazing delicious coffee.  I paid and extra 20 bucks to get it right way and it is worth the money. Highly recommend."
36,B00469VSJI,A2EVOV2OZBQU53,Explorer777,0,0,1,1336694400,Does not taste very good,"Taste like it is stale.  Will not order this again.  I had this coffee at a 50th year annerversery at a reception hall and had to have it.  This stuff tasted NOTHING, like the Douwe Egberts at the hall.  This is possibly stale coffee."
37,B00469VSJI,A1447CDAPZGLYV,SANA AWAR,0,0,1,1326499200,No no,"Serveice delivery with the seller was excellent. The product was not. Will not order again. Bad taste. Iam not sure if it was old or that how it tastes. I throw it right away, i coudl not drink it."
38,B002SRAU80,A156LLD3VZJGC2,D. W. Knowlington,0,0,5,1350604800,The king of all seasoning salts.,"This is honestly THE BEST seasoning salt in all the land.  It tightens up any dish; not spicy, just perfectly seasoned.  It's perfect, hence, my purchase of this 35 oz. mamma jamma."
39,B0067LDV66,A1KZ67VEU7CJQ3,Bprice,1,1,5,1345334400,Toasted Sesame oil,"The order arrived as advertised. I have had only a few chances to use it, but it is awesome. The flavor is exactly what I hoped for! It may take me a while to finish the entire gallon, but I will definnantly order again!"
40,B0067LDV66,A26EQ8U96JA92T,Jody,0,0,5,1347062400,"Tasty, tasty tasty!","I like a lot of sesame oil and use it in salads regularly.  Great quality, flavor and aroma.  Can't beat that its organic!"
